,org_id,start_date,churn_date,base_growth,common_base_growth,10/21/15,1/21/16,4/21/16,7/21/16,10/21/16,1/21/17,4/21/17,7/21/17,10/21/17,1/21/18,4/21/18,7/21/18,10/21/18,1/21/19,4/21/19,7/21/19,10/21/19,1/21/20,4/21/20,7/21/20,10/21/20,1/21/21,4/4/21
175,10722,1/8/19,,0.047735618,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,19,21,30,25,31,36,37,39,39,39
176,10887,10/21/19,,0.09039548,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23,24,25,38,46,48
177,10911,5/7/18,4/10/19,0.080118694,0.411389206,0,0,0,0,0,0,0,0,0,0,0,34,34,39,0,0,0,0,0,0,0,0,0
178,10980,5/25/17,8/2/17,0.014705882,0.411389206,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,11298,11/12/18,,0.766590389,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,21,31,42,36,193,219,228,204,305,670
180,11328,4/26/18,,0.311918063,0.411389206,0,0,0,0,0,0,0,0,0,0,0,22,37,58,91,86,114,198,236,240,338,335,335
181,11446,11/13/18,,0.068728522,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,34,38,43,47,48,48,54,60
182,11671,2/28/18,,0.611847922,0.411389206,0,0,0,0,0,0,0,0,0,0,389,453,470,471,497,542,635,668,693,692,692,692,692
183,11827,2/28/18,,0.389036251,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,6,438,439,440
184,11930,8/12/18,9/30/18,1.375,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,12274,11/23/18,,0.59212051,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,16,22,29,43,65,111,129,228,356,511
186,12368,4/9/19,6/9/20,0.011737089,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,32,14,14,5,0,0,0,0
187,12458,5/29/19,3/3/20,0.071942446,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20,20,0,0,0,0,0
188,12639,4/29/19,,0.107648725,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,53,53,53,62,63,76,76
189,12810,5/28/18,,0.141074856,0.411389206,0,0,0,0,0,0,0,0,0,0,0,8,12,23,26,37,51,56,63,75,87,120,147
190,12887,8/31/19,12/24/19,0.324561404,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0
191,12975,8/23/17,,0.784848485,0.411389206,0,0,0,0,0,0,0,0,119,205,214,224,261,606,610,633,641,920,946,964,978,992,1036
192,13028,5/29/19,,0.044378698,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,17,21,25,27,30,30
193,13038,1/25/19,,0.05375,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,12,14,0,11,12,29,43
194,13328,5/10/19,,0.057553957,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,27,24,25,28,33,40
195,13382,8/29/18,,0.021074816,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,20,19,19,19,19,19,19,19,19,20,20
196,13507,6/13/18,,0.38791423,0.411389206,0,0,0,0,0,0,0,0,0,0,0,14,43,33,67,77,172,193,269,296,349,359,398
197,13863,6/29/18,9/25/18,0.057471264,0.411389206,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
198,13871,10/30/18,2/26/19,0.093220339,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
199,14483,8/22/17,10/22/19,0.019736842,0.411389206,0,0,0,0,0,0,0,0,0,1,4,7,9,10,12,0,0,0,0,0,0,0,0
200,14504,1/25/18,,0.411158798,0.411389206,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,61,87,111,135,164,248,351,479
201,14663,7/23/18,7/10/20,0.013947001,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,48,50,20,20,20,20,20,0,0,0,0
202,14731,6/7/18,,0.054263566,0.411389206,0,0,0,0,0,0,0,0,0,0,0,15,20,27,23,23,28,41,31,42,45,49,56
203,14995,3/26/18,,0.218099548,0.411389206,0,0,0,0,0,0,0,0,0,0,10,21,32,46,62,85,143,162,173,173,215,227,241
204,15051,7/4/18,7/24/19,0.052083333,0.411389206,0,0,0,0,0,0,0,0,0,0,0,11,21,21,21,20,0,0,0,0,0,0,0
205,15287,5/3/19,,0.051282051,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,23,22,20,24,26,32,36
206,15437,7/31/19,,0.911908646,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,188,219,219,314,386,559
207,15711,7/27/18,1/28/20,0.016393443,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,16,16,16,0,0,0,0,0
208,15852,7/7/18,11/8/18,0.138211382,0.411389206,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0
209,16213,11/27/20,,0.125,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16
210,16493,11/28/17,,0.046606705,0.411389206,0,0,0,0,0,0,0,0,0,0,5,9,44,142,105,108,111,112,104,53,56,77,57
211,16494,7/12/18,4/15/20,0.087227414,0.411389206,0,0,0,0,0,0,0,0,0,0,0,7,38,42,44,52,57,54,0,0,0,0,0
212,16662,3/4/19,,0.053805774,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,31,31,34,31,36,41,41,41
213,16902,7/2/18,,0.028089888,0.411389206,0,0,0,0,0,0,0,0,0,0,0,14,16,18,19,26,27,25,25,25,25,0,0
214,17017,9/1/18,,0.195560254,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,177,185,185,185,185,185,185,185,185,185,185
215,17146,9/3/19,,0.001893939,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,6,8,0,0,0
216,17341,7/27/18,,0.00916497,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,17,27,32,42,47,48,49,49,27,27,9
217,17358,8/11/17,6/20/20,0.043144775,0.411389206,0,0,0,0,0,0,0,0,7,7,11,21,21,23,25,30,38,41,45,0,0,0,0
218,17522,8/22/18,2/11/19,0.412790698,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,71,71,0,0,0,0,0,0,0,0,0
219,17556,4/9/18,,0.005499542,0.411389206,0,0,0,0,0,0,0,0,0,0,8,10,6,6,6,6,6,6,6,6,6,6,6
220,17719,12/1/15,3/7/18,0.010895884,0.411389206,0,3,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
221,17807,1/7/19,8/10/19,0.074766355,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,15,0,0,0,0,0,0,0
222,17884,1/7/19,,0.160146699,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,22,29,44,66,71,101,119,131
223,18083,5/23/18,2/2/19,0.039370079,0.411389206,0,0,0,0,0,0,0,0,0,0,0,15,12,12,0,0,0,0,0,0,0,0,0
224,18147,5/8/19,,0.025824964,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,14,16,17,18,19,18
225,18179,8/7/18,8/3/19,0.055555556,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,15,20,20,20,0,0,0,0,0,0,0
226,18242,8/8/18,12/8/18,0.033057851,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
227,18370,3/6/18,,0.123555556,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,28,31,83,123,139,153,142,136,138,140,139
228,18488,7/15/19,,0.069952305,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,7,10,50,21,20,44
229,18501,6/10/19,,0.034638554,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,22,32,31,24,24,23
230,18679,6/13/18,7/13/18,0.103448276,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,18699,7/6/18,,0.181455633,0.411389206,0,0,0,0,0,0,0,0,0,0,0,12,50,48,53,49,65,92,108,129,129,170,182
232,18759,2/16/18,3/5/19,0.020997375,0.411389206,0,0,0,0,0,0,0,0,0,0,8,8,8,8,0,0,0,0,0,0,0,0,0
233,19061,6/1/19,,0.008915305,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,4,6,4,5,6
234,19539,6/11/19,,0.015082956,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,21,19,20,40,22,10
235,19608,7/24/18,2/25/21,0.093023256,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,45,43,50,55,75,87,88,88,88,88,0
236,19708,1/13/20,,2.686800895,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1057,1107,1177,1186,1199,1201
237,19765,4/24/18,,1.317843866,0.411389206,0,0,0,0,0,0,0,0,0,0,0,163,323,431,645,773,631,701,875,1118,1300,1283,1418
238,19826,9/9/20,11/9/20,0.133333333,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
239,19880,9/10/18,,0.007470651,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,11,14,9,19,24,24,24,24,7,7,7
240,19915,5/22/18,,0.070610687,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,2,71,72,72,74,74
241,20363,9/25/18,,0.121475054,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,6,11,16,26,35,35,53,88,103,109,112
242,20532,1/5/19,,0.114634146,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,18,28,36,39,53,54,62,65,79,94
243,20533,6/28/18,,0.182987141,0.411389206,0,0,0,0,0,0,0,0,0,0,0,2,6,6,9,18,11,88,85,98,174,174,185
244,20547,11/29/18,,1.284714119,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,15,121,307,610,750,971,1000,1033,1087,1101
245,20557,4/23/18,,0.005571031,0.411389206,0,0,0,0,0,0,0,0,0,0,0,7,10,11,13,11,11,6,6,6,6,6,6
246,20732,11/7/18,5/6/19,0.581005587,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,90,95,0,0,0,0,0,0,0,0
247,20770,12/10/19,,0.222453223,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,81,93,97,100,107
248,20890,7/2/19,12/20/19,0.035294118,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,0,0,0,0,0
249,21021,7/30/18,,0.149131767,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,60,62,68,74,89,102,120,146
250,21119,7/21/18,,0.020242915,0.411389206,0,0,0,0,0,0,0,0,0,0,0,5,14,17,17,20,20,20,20,20,20,20,20
251,21281,9/14/18,,0.390139336,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,17,35,42,50,72,126,188,246,253,314,364
252,22711,7/18/18,,0.131180626,0.411389206,0,0,0,0,0,0,0,0,0,0,0,10,19,34,51,71,96,110,121,134,118,123,130
253,22739,8/18/16,9/18/16,3.366666667,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,22758,8/14/18,,0.036307054,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35
255,22762,7/1/17,,0.038601602,0.411389206,0,0,0,0,0,0,0,1,36,81,714,1278,2009,2497,2743,397,266,755,118,171,144,70,53
256,24681,5/2/20,,0.023738872,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,8
257,26123,10/14/19,11/3/19,0.789473684,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
258,26657,4/16/20,,0.04815864,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,13,14,17
259,26983,7/25/17,,0.011860638,0.411389206,0,0,0,0,0,0,0,0,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16
260,27118,8/15/16,1/15/17,0.02631579,0.411389206,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,27123,8/14/18,,0.017634855,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,12,14,14,14,14,14,16,17,17,17,17
262,27131,1/4/16,1/4/17,0.005479452,0.411389206,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,27190,10/27/20,,0.006289308,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
264,27358,10/6/20,,0.05,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,9
265,27598,12/8/19,,0.031055901,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,20,14,15,15
266,27678,8/19/19,8/25/19,0.2,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,27820,8/28/18,8/20/19,0.002808989,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
268,27963,3/11/19,,0.014569536,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,12,11,11,11,11,11,11
269,27990,8/22/18,,0.018828452,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,7,14,16,18,18,18,18,18,18,18,18
270,28255,10/22/18,3/16/21,0.155766944,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,11,38,44,62,89,82,110,128,131,0
271,28261,8/18/19,,0.102521008,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,24,32,41,56,65,61
272,28323,1/30/20,,0.479069767,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,78,163,202,206
273,28558,5/7/20,,3.307228916,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,355,847,1098
274,28577,2/5/19,3/5/20,0.073791349,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,29,29,0,0,0,0,0
275,28704,9/19/18,,0.021551724,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,9,14,16,20,29,20,20,20
276,28755,10/11/18,,0.028697572,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,20,22,20,23,30,32,32,29,26,26,26
277,28794,10/23/18,5/8/20,0.674377224,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,378,295,526,473,438,424,0,0,0,0
278,28966,12/11/18,,0.031952663,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,19,30,32,28,28,28,27,27
279,28987,10/25/18,,0.072869955,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,42,43,70,65,65,65,65
280,29325,10/23/18,2/5/21,0.009580838,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,43,104,105,116,113,113,8,8,8,0
281,29547,8/13/20,,0.094017094,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22
282,29548,11/5/18,,0.15323496,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,41,106,135,134,139,136,136,135,135,135
283,29752,11/19/18,,0.070357555,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,19,32,42,63,61,70,74,73,60,61
284,29942,11/1/19,,0.05,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,26,26,26,26,26
285,29992,2/21/19,,0.027166882,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,20,26,21,21,21,21,21
286,30091,11/4/19,,0.040618956,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,21,21,21,21,21
287,30270,10/12/20,,0.08045977,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,14
288,30452,7/1/20,,0.050541516,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,14,14
289,30712,10/22/18,11/5/18,0.615384615,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,31048,12/11/18,,0.061538462,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,16,30,51,49,52,50,45,50,48,52
291,31232,3/25/19,,0.068825911,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,20,23,24,19,33,42,51
293,31314,12/4/18,2/12/19,0.028985507,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
294,31474,3/1/19,5/26/20,0.084257206,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,65,23,16,17,0,0,0,0
295,31550,12/17/18,,0.008343266,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,4,4,7,7,8,8,7,7
296,31713,10/31/18,,0.064334086,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,44,61,65,78,72,62,57,57,57,57
297,31887,3/2/19,,0.030104712,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,15,16,20,23,23,23,23
298,31984,4/24/19,4/27/20,0.065217391,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,0,0,0,0
299,32504,11/29/18,,0.296382731,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,60,79,264,267,274,298,299,254
300,32908,4/17/19,,0.019498607,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,14,18,14,14,14,14,14
301,33222,1/19/19,,0.47146402,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,6,35,127,217,259,307,358,362,367,380
302,33364,12/2/19,,0.083844581,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,16,39,38,41
303,33401,1/5/19,,0.008012821,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,14,8,8,5,5,0,0,0
304,33444,7/15/19,,0.143084261,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,33,54,25,56,54,81,90
305,33588,9/11/19,,0.127845884,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,34,41,54,80,73
306,33751,12/20/18,,0.056220096,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,15,30,37,37,43,41,48,46,47,47
307,33758,9/17/19,,0.118584071,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,36,39,45,65,64,67
308,33829,12/18/18,,0.016706444,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,14,14,15,15,19,14,14,14
309,33921,1/15/19,2/29/20,0.012224939,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,5,5,0,0,0,0,0
310,34365,1/16/19,,0.190358467,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,4,6,40,46,99,154
311,34418,2/27/19,,5.286831812,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1362,3895,3938,3978,4000,4018,4047,4054,4055
312,34739,2/14/20,,0.101204819,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,41,42,42
313,34921,5/26/20,,0.041533546,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,12,13
314,35193,5/30/19,,0.242962963,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,131,153,160,161,167,170,164
315,35857,1/3/20,,0.083150985,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,27,27,27,25,38
316,35865,6/21/19,,0.047473201,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,22,25,27,28,27,30,31
317,36004,8/26/19,,0.081771721,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,28,21,21,32,40,48
318,36094,5/28/19,4/28/20,0.050746269,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,19,17,0,0,0,0
319,36322,1/20/19,,0.002484472,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2
320,36381,2/11/20,8/11/20,0.110497238,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0
321,36619,1/29/19,,0.212311558,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,168,239,242,261,254,187,240,169
322,36967,8/7/19,,0.079207921,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,37,45,44,44,45,48
323,37033,7/5/19,,0.064162754,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,22,26,29,34,36,41
324,37042,1/11/19,,0.054054054,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,44
325,37266,3/29/19,,0.560379919,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,120,215,288,323,377,383,391,413
326,37360,4/10/19,,1.006896552,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,39,106,212,318,404,512,637,730
327,37755,8/5/20,,0.202479339,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,48,49
328,37768,2/15/19,,0.097560976,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,11,12,19,34,33,51,57,76
329,37784,5/16/19,,0.606676343,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,39,64,167,362,432,442,418
330,38003,4/5/19,,0.04520548,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,25,27,18,24,20,28,33
331,38160,9/19/19,,0.058614565,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,14,14,15,32,33
332,38202,2/11/19,,0.104725415,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13,17,29,48,45,62,82
333,38322,6/24/19,,0.166153846,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,493,560,562,565,103,101,108
334,38345,1/23/20,,0.04576659,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,20,20,20
335,38399,11/12/19,,0.137524558,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,23,47,50,60,70
336,38582,4/24/20,,0.371014493,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,73,125,128
337,38633,9/21/20,,0.164102564,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,32,32
338,39255,6/3/19,,0.029806259,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,17,17,20,20,20,20
339,39447,3/11/19,,0.01986755,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,29,41,22,15,15,15,15
340,39527,7/23/18,,0.836713996,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,171,246,419,580,656,790,805,825
341,40228,2/9/21,,0.074074074,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
342,40751,9/10/19,2/8/21,0.02131783,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,9,8,11,0
343,41168,1/31/19,1/5/21,0.255714286,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,509,635,624,553,553,426,0,0
344,41254,3/11/19,,0.014569536,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,10,11,11,11,11,11,11
345,41484,6/10/19,8/28/19,0.102564103,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
346,42538,4/29/19,,0.020050125,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,8,8,0,0,0,0
347,42572,4/8/19,8/24/20,0.003976143,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,28,2,2,2,2,0,0,0
348,42958,3/25/19,5/18/20,0.00477327,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,0,0,0,0
349,43306,3/31/19,,0.542857143,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,425,425,424,424,424,424,424,399
350,52732,6/27/19,,0.443585781,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,50,47,104,151,205,281,287
351,53461,6/21/19,,0.035222052,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,5,8,16,16,16,23
352,53467,5/7/19,,0.035816619,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25
353,53836,4/25/19,1/28/21,0.052877138,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,32,37,36,39,41,0
354,54143,5/21/19,,0.084795322,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,7,8,17,65,63,58
355,54492,3/9/20,,0.281329923,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,41,74,106,110
356,54779,4/24/19,4/24/20,0.010869565,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0
357,54862,9/14/20,,0.01980198,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4
358,55735,7/19/20,,0.200772201,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,26,29,52
359,55977,5/14/19,,0.515195369,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,247,315,371,406,373,385,356
